no;choice;college;hsg2;coml5;type1;type2;type3;type4;type5;type6;fuel1;fuel2;fuel3;fuel4;fuel5;fuel6;price1;price2;price3;price4;price5;price6;range1;range2;range3;range4;range5;range6;acc1;acc2;acc3;acc4;acc5;acc6;speed1;speed2;speed3;speed4;speed5;speed6;pollution1;pollution2;pollution3;pollution4;pollution5;pollution6;size1;size2;size3;size4;size5;size6;space1;space2;space3;space4;space5;space6;cost1;cost2;cost3;cost4;cost5;cost6;station1;station2;station3;station4;station5;station6
325;choice4;0;1;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;6.0593618;6.0593618;4.7969948;4.7969948;5.3019416;5.3019416;200;200;300;300;350;350;4;4;6;6;2.5;2.5;65;65;140;140;85;85;0;0;0.6;0.6;1;1;2;2;3;3;3;3;1;1;1;1;1;1;1;1;4;4;6;6;0;0;0.3;0.3;1;1
326;choice3;1;1;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.4832101;2.4832101;2.7591223;2.7591223;1.6554734;1.6554734;300;300;250;250;300;300;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
327;choice1;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.3006;2.3006;2.5562222;2.5562222;1.5337333;1.5337333;75;75;300;300;350;350;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;4;4;6;6;8;8;0.3;0.3;0.7;0.7;1;1
328;choice1;0;0;0;van;regcar;van;stwagon;van;truck;cng;cng;electric;electric;gasoline;gasoline;10.277772;10.277772;11.241313;11.241313;8.0295093;8.0295093;75;75;300;300;350;350;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;4;4;6;6;8;8;0.3;0.3;0.7;0.7;1;1
329;choice3;1;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.8627713;3.8627713;4.4145957;4.4145957;3.0350346;3.0350346;125;125;250;250;300;300;4;4;6;6;2.5;2.5;85;85;85;85;95;95;0;0;0.25;0.25;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;2;2;8;8;2;2;0;0;0.7;0.7;1;1
330;choice3;1;0;0;stwagon;regcar;stwagon;truck;stwagon;van;cng;cng;electric;electric;gasoline;gasoline;0.96354111;0.96354111;1.1241313;1.1241313;1.4453117;1.4453117;300;300;250;250;300;300;4;4;6;6;2.5;2.5;95;95;110;110;140;140;0.4;0.4;0.75;0.75;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
331;choice5;1;1;1;van;stwagon;van;truck;van;regcar;methanol;methanol;cng;cng;gasoline;gasoline;4.9198965;4.9198965;5.1435281;5.1435281;4.2490015;4.2490015;200;200;75;75;350;350;6;6;2.5;2.5;4;4;85;85;140;140;95;95;0;0;0.25;0.25;1;1;2;2;3;3;3;3;0.7;0.7;0.7;0.7;1;1;2;2;8;8;4;4;0;0;0.7;0.7;1;1
332;choice2;1;1;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.2821543;3.2821543;3.7871011;3.7871011;4.0395745;4.0395745;300;300;250;250;300;300;2.5;2.5;4;4;6;6;110;110;140;140;85;85;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0.7;0.7;0.1;0.1;1;1
333;choice4;0;1;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.9072116;2.9072116;3.3544749;3.3544749;3.5781065;3.5781065;250;250;400;400;250;250;6;6;2.5;2.5;4;4;85;85;95;95;110;110;0.4;0.4;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
334;choice5;1;1;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;2.6115068;2.6115068;1.4244583;1.4244583;2.1366874;2.1366874;200;200;75;75;350;350;6;6;2.5;2.5;4;4;100;100;85;85;110;110;0;0;0.4;0.4;0.25;0.25;2;2;3;3;1;1;0.7;0.7;0.7;0.7;1;1;4;4;8;8;4;4;0;0;0.7;0.7;1;1
335;choice3;1;1;0;truck;stwagon;truck;regcar;truck;van;methanol;methanol;electric;electric;gasoline;gasoline;2.569443;2.569443;3.2118037;3.2118037;1.9270822;1.9270822;125;125;250;250;300;300;2.5;2.5;4;4;6;6;55;55;110;110;140;140;0;0;0.6;0.6;1;1;2;2;3;3;3;3;0.7;0.7;1;1;1;1;1;1;4;4;6;6;0;0;0.3;0.3;1;1
336;choice2;1;0;1;truck;van;truck;stwagon;truck;regcar;methanol;methanol;cng;cng;gasoline;gasoline;8.8365693;8.8365693;6.3118352;6.3118352;8.0791491;8.0791491;200;200;75;75;350;350;2.5;2.5;4;4;6;6;55;55;95;95;140;140;0;0;0.6;0.6;0.5;0.5;3;3;1;1;2;2;1;1;0.7;0.7;1;1;8;8;6;6;2;2;0;0;0.1;0.1;1;1
337;choice5;0;0;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;5.4600663;5.4600663;6.102427;6.102427;7.3871485;7.3871485;125;125;300;300;300;300;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.1;0.1;0.75;0.75;3;3;2;2;3;3;1;1;0.7;0.7;1;1;2;2;4;4;8;8;0;0;0.7;0.7;1;1
338;choice3;1;0;0;truck;regcar;truck;van;truck;stwagon;methanol;methanol;cng;cng;electric;electric;6.9482252;6.9482252;7.444527;7.444527;7.9408288;7.9408288;125;125;300;300;250;250;6;6;2.5;2.5;4;4;55;55;95;95;110;110;0;0;0.6;0.6;0.25;0.25;2;2;3;3;1;1;0.7;0.7;1;1;1;1;8;8;4;4;6;6;0;0;0.7;0.7;0.1;0.1
339;choice5;0;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;5.4600663;5.4600663;6.102427;6.102427;7.3871485;7.3871485;125;125;300;300;300;300;4;4;6;6;2.5;2.5;100;100;85;85;110;110;0;0;0.25;0.25;1;1;2;2;3;3;3;3;0.7;0.7;0.7;0.7;1;1;1;1;2;2;6;6;0;0;0.1;0.1;1;1
340;choice4;0;1;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;2.9778108;2.9778108;1.4889054;1.4889054;1.7370563;1.7370563;125;125;300;300;250;250;4;4;6;6;2.5;2.5;55;55;95;95;110;110;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;1;1;0.7;0.7;1;1;2;2;8;8;2;2;0;0;0.1;0.1;0.3;0.3
341;choice2;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.5329841;3.5329841;4.1753448;4.1753448;4.8177056;4.8177056;300;300;250;250;300;300;6;6;2.5;2.5;4;4;85;85;95;95;110;110;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;6;6;8;8;2;2;0.1;0.1;0.3;0.3;1;1
342;choice3;1;0;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;7.444527;7.444527;7.9408288;7.9408288;5.4593198;5.4593198;75;75;250;250;400;400;6;6;2.5;2.5;4;4;55;55;95;95;110;110;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;1;1;0.7;0.7;1;1;8;8;6;6;8;8;0;0;0.7;0.7;0.1;0.1
343;choice4;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.5562222;2.5562222;1.5337333;1.5337333;1.7893555;1.7893555;300;300;250;250;300;300;4;4;6;6;2.5;2.5;110;110;140;140;85;85;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
344;choice5;0;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.8177056;4.8177056;5.1388859;5.1388859;3.5329841;3.5329841;200;200;75;75;300;300;6;6;2.5;2.5;4;4;85;85;140;140;85;85;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;0.7;0.7;0.7;0.7;1;1;1;1;8;8;2;2;0;0;0.3;0.3;0.7;0.7
345;choice5;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.0359651;4.0359651;4.5107845;4.5107845;4.985604;4.985604;75;75;300;300;350;350;2.5;2.5;4;4;6;6;85;85;95;95;110;110;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;2;2;4;4;6;6;0.1;0.1;0.3;0.3;1;1
346;choice1;0;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;3.0674666;3.0674666;3.3230888;3.3230888;3.8343333;3.8343333;50;50;150;150;350;350;2.5;2.5;4;4;6;6;55;55;95;95;110;110;0;0;0.25;0.25;0.6;0.6;1;1;2;2;3;3;1;1;0.7;0.7;1;1;1;1;4;4;6;6;0;0;0.3;0.3;0.7;0.7
347;choice5;0;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;2.9778108;2.9778108;1.4889054;1.4889054;2.2333581;2.2333581;50;50;150;150;400;400;6;6;2.5;2.5;4;4;65;65;110;110;85;85;0;0;0.25;0.25;1;1;0;0;1;1;2;2;0.7;0.7;0.7;0.7;1;1;4;4;6;6;2;2;0;0;0.1;0.1;1;1
348;choice4;1;0;0;truck;regcar;truck;van;truck;stwagon;cng;cng;electric;electric;gasoline;gasoline;6.6474719;6.6474719;7.5971108;7.5971108;8.3093399;8.3093399;150;150;350;350;400;400;4;4;6;6;2.5;2.5;95;95;110;110;140;140;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.1;0.1;0.3;0.3;1;1
349;choice5;1;1;0;sportuv;truck;sportuv;sportcar;sportuv;regcar;methanol;methanol;cng;cng;gasoline;gasoline;0.67089498;0.67089498;0.78271081;0.78271081;1.1181583;1.1181583;75;75;250;250;250;250;2.5;2.5;4;4;6;6;65;65;110;110;85;85;0;0;0.4;0.4;0.25;0.25;3;3;3;3;2;2;0.7;0.7;0.7;0.7;1;1;1;1;4;4;8;8;0;0;0.3;0.3;1;1
350;choice5;0;0;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.1386835;4.1386835;4.4145957;4.4145957;3.0350346;3.0350346;50;50;150;150;350;350;4;4;6;6;2.5;2.5;100;100;85;85;95;95;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;0.7;0.7;0.7;0.7;1;1;1;1;6;6;8;8;0;0;0.7;0.7;0.1;0.1
351;choice4;0;0;0;truck;regcar;truck;van;truck;stwagon;methanol;methanol;cng;cng;electric;electric;6.3118352;6.3118352;7.0692554;7.0692554;8.0791491;8.0791491;75;75;250;250;400;400;4;4;6;6;2.5;2.5;100;100;85;85;95;95;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;0.7;0.7;0.7;0.7;1;1;8;8;4;4;6;6;0;0;0.1;0.1;0.3;0.3
352;choice3;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.2821543;3.2821543;3.7871011;3.7871011;4.0395745;4.0395745;75;75;300;300;350;350;6;6;2.5;2.5;4;4;110;110;140;140;85;85;0.4;0.4;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.7;0.7;0.1;0.1;1;1
353;choice2;1;0;0;truck;regcar;truck;van;truck;stwagon;methanol;methanol;cng;cng;electric;electric;4.1386835;4.1386835;4.4145957;4.4145957;3.0350346;3.0350346;50;50;150;150;350;350;4;4;6;6;2.5;2.5;100;100;85;85;95;95;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;0.7;0.7;0.7;0.7;1;1;1;1;6;6;8;8;0;0;0.7;0.7;0.1;0.1
354;choice3;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.690508;4.690508;5.2423324;5.2423324;5.7941569;5.7941569;250;250;400;400;250;250;6;6;2.5;2.5;4;4;95;95;110;110;140;140;0.6;0.6;0.25;0.25;0.5;0.5;3;3;1;1;2;2;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
355;choice1;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.1386835;4.1386835;4.4145957;4.4145957;3.0350346;3.0350346;75;75;250;250;400;400;2.5;2.5;4;4;6;6;100;100;85;85;95;95;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;2;2;8;8;2;2;0;0;0.7;0.7;0.1;0.1
356;choice5;1;1;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;7.4106175;7.4106175;5.2932982;5.2932982;5.928494;5.928494;50;50;150;150;350;350;2.5;2.5;4;4;6;6;100;100;85;85;95;95;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;1;1;0.7;0.7;1;1;2;2;4;4;6;6;0;0;0.3;0.3;0.7;0.7
357;choice5;1;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;4.7898118;4.7898118;3.7919343;3.7919343;4.1910853;4.1910853;75;75;400;400;250;250;2.5;2.5;4;4;6;6;85;85;85;85;95;95;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;1;1;8;8;2;2;0;0;0.3;0.3;1;1
358;choice5;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.1753448;4.1753448;4.8177056;4.8177056;5.1388859;5.1388859;150;150;350;350;400;400;4;4;6;6;2.5;2.5;95;95;110;110;140;140;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.1;0.1;0.3;0.3;1;1
359;choice3;1;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.3544749;3.3544749;2.4599482;2.4599482;2.9072116;2.9072116;75;75;400;400;250;250;6;6;2.5;2.5;4;4;65;65;140;140;85;85;0;0;0.25;0.25;0.5;0.5;2;2;0;0;1;1;0.7;0.7;1;1;1;1;8;8;4;4;6;6;0;0;0.7;0.7;1;1
360;choice5;0;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.3109468;3.3109468;4.1386835;4.1386835;4.4145957;4.4145957;125;125;250;250;300;300;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;1;1;2;2;0;0;0.7;0.7;1;1;1;1;4;4;4;4;6;6;0;0;0.3;0.3;1;1
361;choice3;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.5781065;3.5781065;2.4599482;2.4599482;2.9072116;2.9072116;150;150;350;350;400;400;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.4;0.4;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.1;0.1;0.3;0.3;1;1
362;choice4;1;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;4.8177056;4.8177056;3.5329841;3.5329841;4.1753448;4.1753448;50;50;350;350;400;400;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;4;4;6;6;8;8;0;0;0.7;0.7;1;1
363;choice6;1;0;0;sportcar;sportuv;sportcar;regcar;sportcar;truck;methanol;methanol;electric;electric;gasoline;gasoline;6.0700691;6.0700691;4.690508;4.690508;5.2423324;5.2423324;75;75;400;400;250;250;2.5;2.5;4;4;6;6;55;55;110;110;140;140;0;0;0.4;0.4;0.75;0.75;0;0;1;1;2;2;1;1;1;1;1;1;1;1;2;2;4;4;0;0;0.3;0.3;1;1
364;choice3;1;1;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;6.0593618;6.0593618;4.7969948;4.7969948;5.3019416;5.3019416;75;75;400;400;250;250;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.25;0.25;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;4;4;2;2;4;4;0;0;0.3;0.3;1;1
365;choice5;1;1;0;van;stwagon;van;truck;van;regcar;methanol;methanol;cng;cng;gasoline;gasoline;5.2423324;5.2423324;5.7941569;5.7941569;4.690508;4.690508;125;125;300;300;300;300;2.5;2.5;4;4;6;6;100;100;85;85;110;110;0;0;0.25;0.25;1;1;2;2;3;3;3;3;0.7;0.7;1;1;1;1;2;2;8;8;4;4;0;0;0.1;0.1;1;1
366;choice3;1;1;0;van;truck;van;regcar;van;stwagon;methanol;methanol;electric;electric;gasoline;gasoline;1.6554734;1.6554734;0.96569282;0.96569282;1.241605;1.241605;125;125;250;250;300;300;2.5;2.5;4;4;6;6;85;85;85;85;95;95;0;0;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;8;8;4;4;6;6;0;0;0.3;0.3;1;1
367;choice1;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.2482626;2.2482626;2.8906233;2.8906233;3.2118037;3.2118037;300;300;250;250;300;300;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;1;1;2;2;3;3;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
368;choice1;1;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;2.2072979;2.2072979;2.7591223;2.7591223;1.6554734;1.6554734;125;125;250;250;300;300;6;6;2.5;2.5;4;4;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;8;8;2;2;4;4;0;0;0.1;0.1;1;1
369;choice5;0;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;4.4965252;4.4965252;4.8177056;4.8177056;3.5329841;3.5329841;200;200;75;75;350;350;2.5;2.5;4;4;6;6;85;85;140;140;95;95;0;0;0.25;0.25;1;1;0;0;1;1;2;2;1;1;0.7;0.7;1;1;4;4;6;6;2;2;0;0;0.1;0.1;1;1
370;choice3;1;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;5.4600663;5.4600663;4.1753448;4.1753448;4.8177056;4.8177056;200;200;300;300;350;350;6;6;2.5;2.5;4;4;85;85;85;85;95;95;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;4;4;6;6;8;8;0;0;0.3;0.3;1;1
371;choice1;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;2.2482626;2.2482626;2.2482626;2.2482626;2.8906233;2.8906233;200;200;75;75;300;300;4;4;6;6;2.5;2.5;65;65;110;110;140;140;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;1;1;0.7;0.7;1;1;1;1;2;2;4;4;0;0;0.7;0.7;0.1;0.1
372;choice5;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.8017382;3.8017382;4.2490015;4.2490015;4.6962648;4.6962648;75;75;300;300;350;350;2.5;2.5;4;4;6;6;85;85;95;95;110;110;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;2;2;4;4;6;6;0.1;0.1;0.3;0.3;1;1
373;choice4;1;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;5.4600663;5.4600663;4.1753448;4.1753448;4.8177056;4.8177056;125;125;250;250;300;300;6;6;2.5;2.5;4;4;100;100;95;95;110;110;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;1;1;2;2;4;4;0;0;0.1;0.1;1;1
374;choice1;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.8177056;4.8177056;5.1388859;5.1388859;3.5329841;3.5329841;300;300;250;250;300;300;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
375;choice3;1;0;0;van;truck;van;regcar;van;stwagon;methanol;methanol;electric;electric;gasoline;gasoline;4.0359651;4.0359651;4.985604;4.985604;5.4604234;5.4604234;125;125;250;250;300;300;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;4;4;6;6;0;0;0.3;0.3;1;1
376;choice1;1;0;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;5.9556216;5.9556216;6.4519234;6.4519234;7.444527;7.444527;200;200;75;75;300;300;6;6;2.5;2.5;4;4;55;55;95;95;110;110;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;0.7;0.7;0.7;0.7;1;1;8;8;8;8;2;2;0;0;0.3;0.3;0.7;0.7
377;choice1;1;1;0;van;regcar;van;stwagon;van;truck;methanol;methanol;cng;cng;electric;electric;4.3455777;4.3455777;2.8118444;2.8118444;3.3230888;3.3230888;200;200;75;75;300;300;4;4;6;6;2.5;2.5;65;65;110;110;140;140;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;8;8;4;4;6;6;0;0;0.7;0.7;0.1;0.1
378;choice5;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.8177056;4.8177056;5.1388859;5.1388859;3.5329841;3.5329841;75;75;250;250;400;400;4;4;6;6;2.5;2.5;85;85;140;140;85;85;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;0.7;0.7;1;1;1;1;4;4;2;2;4;4;0;0;0.3;0.3;0.7;0.7
379;choice5;1;0;0;van;regcar;van;stwagon;van;truck;cng;cng;electric;electric;gasoline;gasoline;1.5148404;1.5148404;1.7673139;1.7673139;2.2722607;2.2722607;75;75;300;300;350;350;4;4;6;6;2.5;2.5;95;95;110;110;140;140;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;1;1;1;1;1;1;4;4;6;6;8;8;0.3;0.3;0.7;0.7;1;1
380;choice5;1;0;0;sportuv;truck;sportuv;sportcar;sportuv;regcar;methanol;methanol;cng;cng;gasoline;gasoline;4.690508;4.690508;5.2423324;5.2423324;6.3459814;6.3459814;200;200;75;75;350;350;6;6;2.5;2.5;4;4;65;65;110;110;85;85;0;0;0.1;0.1;0.75;0.75;3;3;1;1;2;2;0.7;0.7;1;1;1;1;4;4;2;2;6;6;0;0;0.3;0.3;1;1
381;choice5;0;1;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;7.444527;7.444527;7.9408288;7.9408288;5.4593198;5.4593198;75;75;250;250;400;400;2.5;2.5;4;4;6;6;100;100;85;85;95;95;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;2;2;8;8;2;2;0;0;0.7;0.7;0.1;0.1
382;choice5;1;0;0;truck;van;truck;stwagon;truck;regcar;methanol;methanol;cng;cng;gasoline;gasoline;2.4599482;2.4599482;1.34179;1.34179;2.0126849;2.0126849;200;200;75;75;350;350;6;6;2.5;2.5;4;4;100;100;85;85;110;110;0;0;0.4;0.4;0.25;0.25;2;2;3;3;1;1;0.7;0.7;0.7;0.7;1;1;4;4;8;8;4;4;0;0;0.7;0.7;1;1
383;choice6;0;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;2.569443;2.569443;3.2118037;3.2118037;1.9270822;1.9270822;125;125;250;250;300;300;2.5;2.5;4;4;6;6;100;100;95;95;110;110;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0;0;0.3;0.3;1;1
384;choice6;0;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.5787111;3.5787111;4.0899555;4.0899555;2.8118444;2.8118444;200;200;300;300;350;350;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.6;0.6;1;1;2;2;3;3;3;3;0.7;0.7;1;1;1;1;4;4;8;8;2;2;0;0;0.1;0.1;1;1
385;choice4;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;7.444527;7.444527;7.9408288;7.9408288;5.4593198;5.4593198;75;75;300;300;350;350;6;6;2.5;2.5;4;4;95;95;110;110;140;140;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.7;0.7;0.1;0.1;1;1
386;choice6;0;0;0;van;stwagon;van;truck;van;regcar;methanol;methanol;cng;cng;gasoline;gasoline;3.7871011;3.7871011;4.0395745;4.0395745;3.2821543;3.2821543;200;200;75;75;350;350;4;4;6;6;2.5;2.5;55;55;95;95;140;140;0;0;0.6;0.6;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;4;4;4;4;8;8;0;0;0.1;0.1;1;1
387;choice1;0;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;7.444527;7.444527;7.9408288;7.9408288;6.4519234;6.4519234;125;125;300;300;300;300;6;6;2.5;2.5;4;4;100;100;85;85;110;110;0;0;0.25;0.25;1;1;2;2;3;3;3;3;1;1;1;1;1;1;4;4;6;6;2;2;0;0;0.3;0.3;1;1
388;choice2;1;0;0;sportcar;regcar;sportcar;truck;sportcar;sportuv;cng;cng;electric;electric;gasoline;gasoline;1.6554734;1.6554734;1.9313856;1.9313856;2.4832101;2.4832101;75;75;300;300;350;350;4;4;6;6;2.5;2.5;95;95;110;110;140;140;0.25;0.25;0.6;0.6;1;1;1;1;2;2;0;0;1;1;1;1;1;1;4;4;6;6;8;8;0.3;0.3;0.7;0.7;1;1
389;choice2;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;5.1388859;5.1388859;3.5329841;3.5329841;4.1753448;4.1753448;300;300;250;250;300;300;4;4;6;6;2.5;2.5;110;110;140;140;85;85;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
